Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar
2/1/24 9:40,Machine_4,72.28,0.94,4.57
2/1/24 9:41,Machine_5,70.66,1.11,5.15
2/1/24 9:42,Machine_5,63.83,1.53,5.46
2/1/24 9:43,Machine_9,61.25,0.88,5.46
2/1/24 9:44,Machine_7,75.04,1.31,5.08
2/1/24 9:45,Machine_1,65.27,1.18,5.59
2/1/24 9:46,Machine_8,66.43,1.82,4.68
2/1/24 9:47,Machine_10,59.12,1.22,4.93
2/1/24 9:48,Machine_9,69.08,0.96,5.35
2/1/24 9:49,Machine_9,73.66,1.46,4.73
2/1/24 9:50,Machine_2,68.93,1.71,5.04
2/1/24 9:51,Machine_6,65.67,1.6,5.79
2/1/24 9:52,Machine_10,67.21,1.2,5.37
2/1/24 9:53,Machine_4,72.33,1.78,5.5
2/1/24 9:54,Machine_5,70.8,1.51,4.93
2/1/24 9:55,Machine_5,69.55,1.66,5.37
2/1/24 9:56,Machine_2,74.23,1.89,4.45
2/1/24 9:57,Machine_10,66.97,1.39,5.02
2/1/24 9:58,Machine_7,73.97,1.25,4.53
2/1/24 9:59,Machine_6,71.59,1.02,4.6
2/1/24 10:00,Machine_4,72.92,1.55,5.03
2/1/24 10:01,Machine_3,72.27,0.87,5.45
2/1/24 10:02,Machine_1,79.27,1.56,4.76
2/1/24 10:03,Machine_7,54.33,1.74,4.3
2/1/24 10:04,Machine_5,68.51,1.77,4.94
2/1/24 10:05,Machine_8,65.55,2.07,5.44
2/1/24 10:06,Machine_3,67.94,1.4,4.89
2/1/24 10:07,Machine_2,77.85,1.58,6.02
2/1/24 10:08,Machine_4,74.61,1.5,5.37
2/1/24 10:09,Machine_4,67,1.29,5.17
2/1/24 10:10,Machine_3,69.35,1.47,4.24
2/1/24 10:11,Machine_6,69.94,1.49,5.27
2/1/24 10:12,Machine_6,75.62,1.11,4.28
2/1/24 10:13,Machine_5,73.1,1.42,5.4
2/1/24 10:14,Machine_6,68.29,1.72,4.27
2/1/24 10:15,Machine_2,69.31,1.41,5.08
2/1/24 10:16,Machine_7,59.22,1.31,5.09
2/1/24 10:17,Machine_10,78.44,1.71,4.63
2/1/24 10:18,Machine_3,72.27,1.45,5.41
2/1/24 10:19,Machine_5,64.84,1.01,4.42
2/1/24 10:20,Machine_9,81.48,1.6,5.37
2/1/24 10:21,Machine_1,73.84,1.27,4.51
2/1/24 10:22,Machine_9,73.76,1.3,5.21
2/1/24 10:23,Machine_4,65.46,1.34,4.95
2/1/24 10:24,Machine_4,63.9,1.73,3.96
2/1/24 10:25,Machine_1,69.06,1.53,5.43
2/1/24 10:26,Machine_9,75.72,1.87,4.47
2/1/24 10:27,Machine_6,66.54,0.93,5.51
2/1/24 10:28,Machine_2,75.84,1.27,5.36
2/1/24 10:29,Machine_4,66.23,1.46,5.5
2/1/24 10:30,Machine_1,66.42,1.75,4.78
2/1/24 10:31,Machine_2,76.01,1.43,5.2
2/1/24 10:32,Machine_2,73.39,0.95,4.5
2/1/24 10:33,Machine_7,69.9,0.95,5.39
2/1/24 10:34,Machine_1,69.31,1.15,4.2
2/1/24 10:35,Machine_4,62.04,1.22,6.8
2/1/24 10:36,Machine_9,73.9,1.82,5.76
2/1/24 10:37,Machine_6,75.04,1.34,4.7
2/1/24 10:38,Machine_2,68.05,1.33,4.9
2/1/24 10:39,Machine_5,75.48,1.12,4.09
2/1/24 10:40,Machine_9,65.76,1.31,5.21
2/1/24 10:41,Machine_7,73.5,1.42,4.97
2/1/24 10:42,Machine_5,72.81,1.82,4.77
2/1/24 10:43,Machine_4,68.13,1.26,6.03
2/1/24 10:44,Machine_5,77.82,1.46,5.31
2/1/24 10:45,Machine_1,72.16,1.39,4.77
2/1/24 10:46,Machine_4,75.82,1.54,5.52
2/1/24 10:47,Machine_6,66.47,1.87,4.87
2/1/24 10:48,Machine_6,66.97,1.33,5.2
2/1/24 10:49,Machine_10,59.52,1.42,5.98
2/1/24 10:50,Machine_1,69.28,1.46,4.59
2/1/24 10:51,Machine_4,65.26,1.05,4.95
2/1/24 10:52,Machine_6,65.51,1.9,4.28
2/1/24 10:53,Machine_10,76.71,1.36,5.68
2/1/24 10:54,Machine_10,73.2,1.17,5.84
2/1/24 10:55,Machine_2,67.87,1.76,5.04
2/1/24 10:56,Machine_3,71.48,1.02,5.01
2/1/24 10:57,Machine_7,71.13,1.87,4.89
2/1/24 10:58,Machine_3,71.08,1.69,4.44
2/1/24 10:59,Machine_7,69.46,1.54,5.25
2/1/24 11:00,Machine_7,68.8,1.98,4.96
2/1/24 11:01,Machine_6,65.47,0.98,4.94
2/1/24 11:02,Machine_4,68.59,1.23,5.43
2/1/24 11:03,Machine_5,65.69,1.3,4.76
2/1/24 11:04,Machine_6,64.14,1.9,5.01
2/1/24 11:05,Machine_3,70.6,1.59,6.21
2/1/24 11:06,Machine_7,65.09,1.7,5.68
2/1/24 11:07,Machine_1,71.52,1.71,5.43
2/1/24 11:08,Machine_9,61.38,1.5,4.56
2/1/24 11:09,Machine_7,72.05,1.88,5.56
2/1/24 11:10,Machine_7,77.5,1.5,6.17
2/1/24 11:11,Machine_1,69.49,1.22,4.92
2/1/24 11:12,Machine_7,66.36,1.14,4.47
2/1/24 11:13,Machine_6,77.16,2.17,5.93
2/1/24 11:14,Machine_4,60.66,1.57,5
2/1/24 11:15,Machine_2,61.99,1.83,4.79
2/1/24 11:16,Machine_5,65.82,1.26,4.97
2/1/24 11:17,Machine_1,65.01,1.18,4.26
2/1/24 11:18,Machine_5,58.64,1.86,4.9
2/1/24 11:19,Machine_7,70.61,1.57,4.94
2/1/24 11:20,Machine_10,69.49,1.37,5.08
2/1/24 11:21,Machine_4,77.17,1.96,5.03
2/1/24 11:22,Machine_8,75.15,1.69,4.85
2/1/24 11:23,Machine_3,79.03,1.03,5.16
2/1/24 11:24,Machine_2,68.64,1.54,4.94
2/1/24 11:25,Machine_8,68,1.51,4.54
2/1/24 11:26,Machine_10,68.09,1.64,4.88
2/1/24 11:27,Machine_9,70.39,1.58,5.82
2/1/24 11:28,Machine_10,71.07,1.46,4.28
2/1/24 11:29,Machine_6,67.23,1.45,5.13
2/1/24 11:30,Machine_7,70.02,1.03,5.69
2/1/24 11:31,Machine_4,64.1,1.52,4.58
2/1/24 11:32,Machine_10,71.88,1.14,5.33
2/1/24 11:33,Machine_10,73.5,1.74,4.65
2/1/24 11:34,Machine_7,63.57,1.37,4.99
2/1/24 11:35,Machine_5,73.2,0.8,5.01
2/1/24 11:36,Machine_5,69.42,1.17,5.43
2/1/24 11:37,Machine_2,74.67,2.42,5.28
2/1/24 11:38,Machine_2,70.36,1.88,4.66
2/1/24 11:39,Machine_8,75.45,1.15,5.07
2/1/24 11:40,Machine_3,72.73,1.53,3.66
2/1/24 11:41,Machine_9,71.27,1.91,3.91
2/1/24 11:42,Machine_9,72.93,1.48,5.14
2/1/24 11:43,Machine_8,66.14,1.49,4.7
2/1/24 11:44,Machine_8,72.6,1.88,5.55
2/1/24 11:45,Machine_2,68.63,1.2,4.06
2/1/24 11:46,Machine_8,74.34,1.7,6.42
2/1/24 11:47,Machine_2,70.61,1.09,5.02
2/1/24 11:48,Machine_8,65.88,1.73,5.16
2/1/24 11:49,Machine_4,66.24,1.61,5.87
2/1/24 11:50,Machine_7,65.12,1.17,5.59
2/1/24 11:51,Machine_10,71.48,1.38,3.98
2/1/24 11:52,Machine_2,69.93,1.45,5.35
2/1/24 11:53,Machine_10,64.5,1.67,3.67
2/1/24 11:54,Machine_6,67.5,2.05,4.98
2/1/24 11:55,Machine_3,53.52,2.12,5.15
2/1/24 11:56,Machine_6,74.1,1.24,6.03
2/1/24 11:57,Machine_8,64.77,2.03,4.87
2/1/24 11:58,Machine_1,61.23,1.01,4.75
2/1/24 11:59,Machine_4,74.99,1.28,4.98
2/1/24 12:00,Machine_3,65.89,1.43,4.28
2/1/24 12:01,Machine_4,71.44,1.21,4.33
2/1/24 12:02,Machine_9,66.41,1.39,4.82
2/1/24 12:03,Machine_5,69.38,1.41,5.74
2/1/24 12:04,Machine_10,58.83,1.67,4.35
2/1/24 12:05,Machine_10,74.17,2.1,4.94
2/1/24 12:06,Machine_1,85.13,1.21,4.67
2/1/24 12:07,Machine_6,75.75,1.33,6.24
2/1/24 12:08,Machine_9,71.77,1.85,4.85
2/1/24 12:09,Machine_3,74.59,1.3,4.83
2/1/24 12:10,Machine_7,61.95,0.73,4.54
2/1/24 12:11,Machine_8,73.44,1.4,5
2/1/24 12:12,Machine_1,69.23,1.42,4.45
2/1/24 12:13,Machine_2,72.28,1.02,5.68
2/1/24 12:14,Machine_9,72.5,2.03,4.91
2/1/24 12:15,Machine_2,61.3,1.47,5.68
2/1/24 12:16,Machine_8,68.39,1.3,5.4
2/1/24 12:17,Machine_6,63.84,1.82,5.47
2/1/24 12:18,Machine_7,63.83,1.6,4.53
2/1/24 12:19,Machine_10,73.65,1.4,5.79
2/1/24 12:20,Machine_8,69.58,1.28,4.29
2/1/24 12:21,Machine_3,65.26,1.49,4.37
2/1/24 12:22,Machine_8,66.02,1.77,4.65
2/1/24 12:23,Machine_1,76.17,1.35,5.56
2/1/24 12:24,Machine_9,70.88,1.81,4.64
2/1/24 12:25,Machine_7,70.88,1.68,4.93
2/1/24 12:26,Machine_1,71.72,1.89,4.76
2/1/24 12:27,Machine_4,65.99,2.01,5.25
2/1/24 12:28,Machine_2,68.51,1.96,5.1
2/1/24 12:29,Machine_10,60.64,1.74,5.11
2/1/24 12:30,Machine_4,73.31,1.98,4.35
2/1/24 12:31,Machine_5,76.67,1.68,4.96
2/1/24 12:32,Machine_8,71.19,1.39,4.24
2/1/24 12:33,Machine_2,71.93,1.49,4.44
2/1/24 12:34,Machine_3,66.59,1.14,4.85
2/1/24 12:35,Machine_6,73.86,1.3,5.12
2/1/24 12:36,Machine_6,78.67,1.29,5.16
2/1/24 12:37,Machine_4,62.2,1.63,4.93
2/1/24 12:38,Machine_6,66.34,1.49,6.03
2/1/24 12:39,Machine_2,71.12,1.43,5.11
2/1/24 12:40,Machine_9,66.34,1.16,4.6
2/1/24 12:41,Machine_3,77.4,1.34,5.34
2/1/24 12:42,Machine_4,75.55,2.02,5.09
2/1/24 12:43,Machine_7,66.19,1.04,4.28
2/1/24 12:44,Machine_9,68.14,1.66,5.19
2/1/24 12:45,Machine_10,69.74,1.33,4.88
2/1/24 12:46,Machine_6,68.37,1.59,5.03
2/1/24 12:47,Machine_2,72.19,1.54,4.45
2/1/24 12:48,Machine_8,55.24,1.02,4.03
2/1/24 12:49,Machine_7,66.3,1.39,4.15
2/1/24 12:50,Machine_6,69.98,1.44,4.67
2/1/24 12:51,Machine_1,66.37,2.07,5.48
2/1/24 12:52,Machine_5,69.65,1.02,5.57
2/1/24 12:53,Machine_6,65.64,1.76,5.7
2/1/24 12:54,Machine_7,70.77,1.64,5.16
2/1/24 12:55,Machine_8,69.82,1.65,5.07
2/1/24 12:56,Machine_6,61.23,1.47,4.59
2/1/24 12:57,Machine_3,67.59,1.75,5
2/1/24 12:58,Machine_5,65.22,1.01,4.8
2/1/24 12:59,Machine_3,69.6,1.4,5.03
2/1/24 13:00,Machine_10,66.01,1.23,5.96
2/1/24 13:01,Machine_3,68.05,1.49,5.57
2/1/24 13:02,Machine_5,79.68,1.36,5.27
2/1/24 13:03,Machine_5,71.51,1.53,5.36
2/1/24 13:04,Machine_5,71.54,2.24,4.69
2/1/24 13:05,Machine_8,61.99,1.71,5.79
2/1/24 13:06,Machine_8,74.47,1.75,5.6
2/1/24 13:07,Machine_4,66.5,1.31,5.08
2/1/24 13:08,Machine_4,63.72,1.73,5.48
2/1/24 13:09,Machine_10,75.96,1.6,4.8
2/1/24 13:10,Machine_8,69.63,1.41,5.18
2/1/24 13:11,Machine_3,63.31,1.73,5.28
2/1/24 13:12,Machine_5,67.52,1.54,4.49
2/1/24 13:13,Machine_3,63.57,1.83,4.94
2/1/24 13:14,Machine_5,72.28,1.51,4.53
2/1/24 13:15,Machine_1,72.48,1.21,4.82
2/1/24 13:16,Machine_4,77.34,1.84,4.63
2/1/24 13:17,Machine_2,77.46,1.64,4.8
2/1/24 13:18,Machine_5,73.6,1.72,4.83
2/1/24 13:19,Machine_5,55.44,1.69,4.49
2/1/24 13:20,Machine_6,69.75,1.17,4.43
2/1/24 13:21,Machine_10,74.48,1.78,4.62
2/1/24 13:22,Machine_4,72.63,1.31,4.17
2/1/24 13:23,Machine_4,75.86,1.06,4.65
2/1/24 13:24,Machine_10,73.08,1.58,4.51
2/1/24 13:25,Machine_7,71.83,1.47,5.13
2/1/24 13:26,Machine_3,64.43,1.07,5.33
2/1/24 13:27,Machine_3,73.47,1.18,6.03
2/1/24 13:28,Machine_3,66.3,1.38,4.45
2/1/24 13:29,Machine_3,69.99,1.79,5.52
2/1/24 13:30,Machine_6,68.18,1.4,4.66
2/1/24 13:31,Machine_9,81.27,1.66,5.14
2/1/24 13:32,Machine_3,78.83,1.41,5.08
2/1/24 13:33,Machine_7,68.26,1.17,4.66
2/1/24 13:34,Machine_4,65.82,1.17,6.2
2/1/24 13:35,Machine_10,73.71,2.08,5.04
2/1/24 13:36,Machine_4,75.63,1.85,5.14
2/1/24 13:37,Machine_1,68.72,1.48,4.42
2/1/24 13:38,Machine_2,72.25,1.37,4.55
2/1/24 13:39,Machine_1,73.49,1.63,4.85
2/1/24 13:40,Machine_6,71.17,1.75,4.32
2/1/24 13:41,Machine_1,71.15,1.56,5.01
2/1/24 13:42,Machine_7,69.11,1.74,5.66
2/1/24 13:43,Machine_7,65.75,1.27,5.35
2/1/24 13:44,Machine_3,73.95,1.57,5.13
2/1/24 13:45,Machine_8,70.69,1.32,5.05
2/1/24 13:46,Machine_5,75.59,1.02,4.59
2/1/24 13:47,Machine_5,73.38,1.36,5.07
2/1/24 13:48,Machine_8,71.01,1.07,4.96
2/1/24 13:49,Machine_7,62.78,1.29,5.36
2/1/24 13:50,Machine_2,78.19,1.42,6.16
2/1/24 13:51,Machine_8,74.1,1.36,4.74
2/1/24 13:52,Machine_9,71.03,1.78,4.6
2/1/24 13:53,Machine_9,64.87,1.45,4.28
2/1/24 13:54,Machine_4,76.97,1.84,5.06
2/1/24 13:55,Machine_9,78.19,1.23,4.43
2/1/24 13:56,Machine_9,69.56,1.34,6.01
2/1/24 13:57,Machine_6,69.45,1.41,4.91
2/1/24 13:58,Machine_8,65.29,1.21,4.8
2/1/24 13:59,Machine_4,63.51,1.24,5.08
2/1/24 14:00,Machine_5,60.58,1.65,5.2
2/1/24 14:01,Machine_4,65.44,1.28,5.08
2/1/24 14:02,Machine_5,70.92,1.69,5.26
2/1/24 14:03,Machine_10,64.5,1.23,5.6
2/1/24 14:04,Machine_8,69.06,1.4,5.28
2/1/24 14:05,Machine_4,75.92,1.43,5.45
2/1/24 14:06,Machine_5,68.57,1.69,4.7
2/1/24 14:07,Machine_2,76.18,0.99,5.16
2/1/24 14:08,Machine_6,69.66,1.78,6.67
2/1/24 14:09,Machine_7,65.23,0.79,5.15
2/1/24 14:10,Machine_7,71.26,1.65,4.77
2/1/24 14:11,Machine_1,68.93,1.74,4.77
2/1/24 14:12,Machine_4,65.38,1.72,5.31
2/1/24 14:13,Machine_10,70.62,1.23,3.71
2/1/24 14:14,Machine_10,67.79,1.61,4.56
2/1/24 14:15,Machine_10,73.73,1.15,5.73
2/1/24 14:16,Machine_7,71.46,2.07,5.83
2/1/24 14:17,Machine_7,67.55,1.33,4.87
2/1/24 14:18,Machine_4,72.66,1.41,5.43
2/1/24 14:19,Machine_9,70.51,1.3,4.88
2/1/24 14:20,Machine_6,69.76,1.64,5.3
2/1/24 14:21,Machine_8,68.4,1.49,5.1
2/1/24 14:22,Machine_3,58.87,1.68,4.73
2/1/24 14:23,Machine_2,73.88,1.01,5.64
2/1/24 14:24,Machine_1,76.96,1.96,5.23
2/1/24 14:25,Machine_4,68.41,1.34,4.64
2/1/24 14:26,Machine_3,74.11,1.54,4.36
2/1/24 14:27,Machine_10,70.89,1.4,4.38
2/1/24 14:28,Machine_10,64.83,1.48,5.46
2/1/24 14:29,Machine_4,69.47,1.57,4.76
2/1/24 14:30,Machine_1,64.8,1.84,5.29
2/1/24 14:31,Machine_7,68.5,1.31,4.67
2/1/24 14:32,Machine_1,66.76,1.7,4.95
2/1/24 14:33,Machine_5,70.4,1.07,4.94
2/1/24 14:34,Machine_8,72.25,1.38,5.24
2/1/24 14:35,Machine_1,68.52,1.01,5.43
2/1/24 14:36,Machine_4,66.96,1.41,5.03
2/1/24 14:37,Machine_3,65.57,1.87,5.58
2/1/24 14:38,Machine_9,75.53,1.96,5.09
2/1/24 14:39,Machine_6,70.98,1.03,4.69
2/1/24 14:40,Machine_5,61.21,1.87,4.97
2/1/24 14:41,Machine_6,62.65,1.38,5.15
2/1/24 14:42,Machine_6,62.09,1.22,5.17
2/1/24 14:43,Machine_5,61.13,1.35,5.99
2/1/24 14:44,Machine_8,70.5,1.08,4.92
2/1/24 14:45,Machine_5,68.92,1.73,4.46
2/1/24 14:46,Machine_7,64.17,2.14,5.04
2/1/24 14:47,Machine_8,69.27,1.44,4.82
2/1/24 14:48,Machine_6,78.28,1.55,3.79
2/1/24 14:49,Machine_8,70.3,1.03,4.35
2/1/24 14:50,Machine_1,61.4,1.23,5.4
2/1/24 14:51,Machine_5,81.54,1.51,4.68
2/1/24 14:52,Machine_9,78.46,1.51,4.56
2/1/24 14:53,Machine_2,69.61,1.39,4.68
2/1/24 14:54,Machine_9,66.96,1.81,5.17
2/1/24 14:55,Machine_8,73.98,1.22,5.39
2/1/24 14:56,Machine_1,72.51,1.38,5.02
2/1/24 14:57,Machine_4,65.53,1.65,4.8
2/1/24 14:58,Machine_9,66.24,1.72,4.52
2/1/24 14:59,Machine_2,77.03,0.94,5.12
2/1/24 15:00,Machine_2,75.88,1.43,4.37
2/1/24 15:01,Machine_10,70.21,1.13,6.1
2/1/24 15:02,Machine_9,67.7,1.35,5.3
2/1/24 15:03,Machine_3,68.92,1.97,5.42
2/1/24 15:04,Machine_7,67.77,1.84,3.83
2/1/24 15:05,Machine_9,80.75,1.74,5.38
2/1/24 15:06,Machine_1,65.54,1.71,5.84
2/1/24 15:07,Machine_7,69.77,1.65,5.6
2/1/24 15:08,Machine_9,77.06,1.31,4.78
2/1/24 15:09,Machine_6,67.76,1.54,5.03
2/1/24 15:10,Machine_8,71.52,1.2,4.95
2/1/24 15:11,Machine_7,72.55,1.93,4
2/1/24 15:12,Machine_9,66.96,1.93,5.32
2/1/24 15:13,Machine_2,67.38,1.09,5.17
2/1/24 15:14,Machine_1,69.22,2.03,5.16
2/1/24 15:15,Machine_6,70.14,1.67,5.58
2/1/24 15:16,Machine_7,66.06,1.31,5.33
2/1/24 15:17,Machine_1,64.79,1.32,5.56
2/1/24 15:18,Machine_8,70.88,1.69,5.51
2/1/24 15:19,Machine_4,77.99,1.58,5.23
2/1/24 15:20,Machine_8,59.53,0.83,4.93
2/1/24 15:21,Machine_9,64.94,1.77,4.94
2/1/24 15:22,Machine_3,63.7,1.76,5.04
2/1/24 15:23,Machine_2,70.25,1.21,4.61
2/1/24 15:24,Machine_5,67.68,1.56,4.64
2/1/24 15:25,Machine_9,74.01,1.7,4.66
2/1/24 15:26,Machine_9,68.27,1.06,4.55
2/1/24 15:27,Machine_7,66.24,1.53,5.1
2/1/24 15:28,Machine_1,67.06,1.18,5.64
2/1/24 15:29,Machine_2,70.13,1.38,4.81
2/1/24 15:30,Machine_1,62.75,1.32,5.82
2/1/24 15:31,Machine_8,68.74,1.22,5.26
2/1/24 15:32,Machine_4,70.73,1.28,5.06
2/1/24 15:33,Machine_2,67.3,1.52,4.37
2/1/24 15:34,Machine_2,69.5,1.29,4.85
2/1/24 15:35,Machine_6,78.01,2.04,5.4
2/1/24 15:36,Machine_9,78.82,1.75,5.18
2/1/24 15:37,Machine_7,69.05,1.5,4.75
2/1/24 15:38,Machine_3,72.83,0.99,5.04
2/1/24 15:39,Machine_1,71.58,1.89,4.65
2/1/24 15:40,Machine_9,76.31,1.47,5.47
2/1/24 15:41,Machine_3,66,1.95,4.58
2/1/24 15:42,Machine_3,71.99,1.91,5.57
2/1/24 15:43,Machine_8,64.41,1.75,4.8
2/1/24 15:44,Machine_7,65.82,0.98,5.04
2/1/24 15:45,Machine_7,67.5,1.47,3.67
2/1/24 15:46,Machine_10,67.16,1.25,4.18
2/1/24 15:47,Machine_6,69.59,1.35,5.05
2/1/24 15:48,Machine_2,71.38,1.28,5.62
2/1/24 15:49,Machine_9,68.68,1.76,4.54
2/1/24 15:50,Machine_5,72.9,1.42,5.5
2/1/24 15:51,Machine_5,73.14,1.73,4.68
2/1/24 15:52,Machine_10,72.54,1.26,4.78
2/1/24 15:53,Machine_8,70.28,1.22,5.34
2/1/24 15:54,Machine_1,66.42,1.38,5.28
2/1/24 15:55,Machine_9,69.16,1.26,5.81
2/1/24 15:56,Machine_7,67.49,1.51,5.49
2/1/24 15:57,Machine_10,79.69,1.24,5.34
2/1/24 15:58,Machine_8,60.56,0.96,4.8
2/1/24 15:59,Machine_4,76.23,1.52,3.82
2/1/24 16:00,Machine_5,70.85,1.57,4.99
2/1/24 16:01,Machine_10,75.8,1.83,4.5
2/1/24 16:02,Machine_8,69.37,1.77,5.97
2/1/24 16:03,Machine_1,66.68,1.31,5.2
2/1/24 16:04,Machine_4,73.58,1.12,4.05
2/1/24 16:05,Machine_5,65.82,1.51,4.65
2/1/24 16:06,Machine_5,75.95,1.56,5.14
2/1/24 16:07,Machine_10,80.33,2.25,4.36
2/1/24 16:08,Machine_9,69.27,1.46,5.24
2/1/24 16:09,Machine_5,71.33,1.09,3.92
2/1/24 16:10,Machine_4,73.45,1.42,4.3
2/1/24 16:11,Machine_6,74.78,0.94,4.63
2/1/24 16:12,Machine_7,80.08,1.46,4.67
2/1/24 16:13,Machine_9,71.1,1.79,4.25
2/1/24 16:14,Machine_10,71.42,1.7,5.72
2/1/24 16:15,Machine_3,70.32,1.48,5.31
2/1/24 16:16,Machine_8,68.65,1.74,4.75
2/1/24 16:17,Machine_2,70.71,1.53,5.5
2/1/24 16:18,Machine_10,70.32,0.75,4.29
2/1/24 16:19,Machine_4,80.1,1.4,4.56
2/1/24 16:20,Machine_4,67.37,1.72,3.82
2/1/24 16:21,Machine_10,75.3,1.2,4.48
2/1/24 16:22,Machine_1,80.14,1.24,5.58
2/1/24 16:23,Machine_7,75.79,1.7,6.15
2/1/24 16:24,Machine_4,67.55,1.47,4.14
2/1/24 16:25,Machine_2,82.42,1.31,5.18
2/1/24 16:26,Machine_7,62.76,1.47,4.58
2/1/24 16:27,Machine_2,69.25,1.01,5.11
2/1/24 16:28,Machine_3,67.94,1.38,6.04
2/1/24 16:29,Machine_8,72.18,1.81,5.64
2/1/24 16:30,Machine_6,77.53,1.25,5.37
2/1/24 16:31,Machine_9,77.73,1.43,5.67
2/1/24 16:32,Machine_1,67.77,1.68,6.07
2/1/24 16:33,Machine_7,64.29,1.41,5.65
2/1/24 16:34,Machine_7,62.97,1.89,5.12
2/1/24 16:35,Machine_1,66.98,1.34,5.26
2/1/24 16:36,Machine_7,63.59,1.59,5.23
2/1/24 16:37,Machine_5,61.83,1.61,5.86
2/1/24 16:38,Machine_4,65.52,0.57,5.15
2/1/24 16:39,Machine_7,72.63,1.15,5.12
2/1/24 16:40,Machine_9,60.52,2.18,5.04
2/1/24 16:41,Machine_3,66.08,1.49,4.5
2/1/24 16:42,Machine_7,64.97,1.77,4.54
2/1/24 16:43,Machine_4,70.53,1.51,5.65
2/1/24 16:44,Machine_8,73.73,1.89,5.12
2/1/24 16:45,Machine_5,73.15,2.14,4.62
2/1/24 16:46,Machine_4,73.8,1.29,5.45
2/1/24 16:47,Machine_9,71.48,1.32,5.2
2/1/24 16:48,Machine_10,72.59,1.26,4.46
2/1/24 16:49,Machine_2,64.67,1.24,4.43
2/1/24 16:50,Machine_8,65.1,1.13,4.9
2/1/24 16:51,Machine_4,61.21,1.56,4.77
2/1/24 16:52,Machine_5,61.9,1.41,4.22
2/1/24 16:53,Machine_2,70.19,1.43,4.48
2/1/24 16:54,Machine_4,68.53,1.17,3.62
2/1/24 16:55,Machine_1,82.59,1.63,6.07
2/1/24 16:56,Machine_4,67.73,1.15,3.82
2/1/24 16:57,Machine_5,70.06,1.59,4.79
2/1/24 16:58,Machine_10,72.49,1.49,6.46
2/1/24 16:59,Machine_10,74.31,1.37,5.95
2/1/24 17:00,Machine_7,67.23,1.49,4.75
2/1/24 17:01,Machine_4,75.09,1.43,4.32
2/1/24 17:02,Machine_10,75.13,1.44,5.21
2/1/24 17:03,Machine_4,64.51,1.26,4.24
2/1/24 17:04,Machine_1,65.39,0.88,5.01
2/1/24 17:05,Machine_2,81.99,1.73,5.49
2/1/24 17:06,Machine_2,65.49,1.59,5.32
2/1/24 17:07,Machine_4,64.1,0.93,5.84
2/1/24 17:08,Machine_4,68.33,1.78,4.97
2/1/24 17:09,Machine_6,72.45,1.68,5.28
2/1/24 17:10,Machine_7,66.56,1.33,5.14
2/1/24 17:11,Machine_8,68.18,1.89,4.17
2/1/24 17:12,Machine_6,63.5,2.15,4.69
2/1/24 17:13,Machine_7,65.64,1.63,4.75
2/1/24 17:14,Machine_1,70.46,1.15,5.33
2/1/24 17:15,Machine_3,69.07,1.92,5.26
2/1/24 17:16,Machine_7,65.63,1.09,4.79
2/1/24 17:17,Machine_7,66.96,1.86,5.29
2/1/24 17:18,Machine_9,70.87,1.41,5.64
2/1/24 17:19,Machine_7,71.27,1.39,5.12
2/1/24 17:20,Machine_5,67.45,1.36,5.32
2/1/24 17:21,Machine_10,77.5,1.63,4.86
2/1/24 17:22,Machine_4,56.55,1.21,5.29
2/1/24 17:23,Machine_10,73.37,1.44,5.15
2/1/24 17:24,Machine_1,67.77,1.46,3.8
2/1/24 17:25,Machine_10,70.25,1.66,5.02
2/1/24 17:26,Machine_2,67.45,1.67,5.43
2/1/24 17:27,Machine_4,77.68,1.22,5.88
2/1/24 17:28,Machine_4,74.15,1.23,5.45
2/1/24 17:29,Machine_10,62.81,1.72,4.99
2/1/24 17:30,Machine_3,77.21,1.3,4.46
2/1/24 17:31,Machine_10,79.27,1.47,4.95
2/1/24 17:32,Machine_5,58.67,1.54,4.87
2/1/24 17:33,Machine_10,73.69,1.42,5.52
2/1/24 17:34,Machine_9,67.4,1.94,5.62
2/1/24 17:35,Machine_5,73.18,1.24,5.49
2/1/24 17:36,Machine_6,74.01,1.4,4.72
2/1/24 17:37,Machine_1,71.66,1.35,6.1
2/1/24 17:38,Machine_9,71.47,1.25,4.32
2/1/24 17:39,Machine_9,71.7,1.34,4.4
2/1/24 17:40,Machine_8,77.57,1.63,4.21
2/1/24 17:41,Machine_8,73.39,1.39,5.92
2/1/24 17:42,Machine_7,63.18,1.65,5.22
2/1/24 17:43,Machine_9,72.29,1.88,3.96
2/1/24 17:44,Machine_5,72.62,1.03,4.58
2/1/24 17:45,Machine_10,79.04,1.87,5.05
2/1/24 17:46,Machine_1,72.52,1.32,4.78
2/1/24 17:47,Machine_3,73.94,1.67,4.3
2/1/24 17:48,Machine_3,67.8,1.92,5.33
2/1/24 17:49,Machine_1,77.43,1.68,5.01
2/1/24 17:50,Machine_10,72.82,1.47,4.24
2/1/24 17:51,Machine_1,75.16,1.5,4.66
2/1/24 17:52,Machine_1,63.78,1.91,4.74
2/1/24 17:53,Machine_3,60.91,1.58,5.66
2/1/24 17:54,Machine_9,74.33,1.13,4.18
2/1/24 17:55,Machine_6,60.04,1.34,5.29
2/1/24 17:56,Machine_3,70.17,1.84,5.19
2/1/24 17:57,Machine_2,67.65,1.61,4.51
2/1/24 17:58,Machine_2,70.95,1.59,5.41
